"","index","Job.Title","Salary.Estimate","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","Python","SAS","MATLAB","R","Java","SQL"
"605","604","Data Scientist","$80K-$132K (Glassdoor est.)",3.5,"Crossover Health
3.5","San Clemente, CA","Aliso Viejo, CA","1 to 50 ","2010","Company - Private","Health Care Services & Hospitals","Health Care","1 to 5 million ","Not Provided","San Clemente","CA","80000-132000",80000,132000,106000,1000000,5000000,3000000,1,50,26,1,0,0,1,0,0
"606","605","Data Scientist","$80K-$132K (Glassdoor est.)",4,"Lorven Technologies Inc
4.0","New York, NY","Plainsboro, NJ","1 to 50 ","Not Provided","Company - Private","Accounting","Accounting & Legal","Less than 1 million ","Not Provided","New York","NY","80000-132000",80000,132000,106000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,1
"607","606","Data Scientist","$80K-$132K (Glassdoor est.)",4.4,"Meridian Knowledge Solutions
4.4","Washington, DC","Reston, VA","51 to 200 ","1997","Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","100 to 500 million ","Not Provided","Washington","DC","80000-132000",80000,132000,106000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0
"608","607","Data Scientist","$80K-$132K (Glassdoor est.)",4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA","10000 ","1999","Company - Private","IT Services","Information Technology","1 to 2 billion ","Cognizant Technology Solutions, Infosys, Wipro","Atlanta","GA","80000-132000",80000,132000,106000,1000000000,2000000000,1500000000,10000,500,10000,1,0,0,0,1,1
"609","608","Data Scientist","$80K-$132K (Glassdoor est.)",3.2,"IMG Systems
3.2","Plano, TX","Plano, TX","1 to 50 ","Not Provided","Company - Private","Consulting","Business Services","1 to 5 million ","Not Provided","Plano","TX","80000-132000",80000,132000,106000,1000000,5000000,3000000,1,50,26,0,0,0,0,0,0
"610","609","Data Scientist","$80K-$132K (Glassdoor est.)",3.4,"Trident Systems Inc
3.4","Fairfax, VA","Fairfax, VA","51 to 200 ","1985","Company - Private","Aerospace & Defense","Aerospace & Defense","25 to 50 million ","Not Provided","Fairfax","VA","80000-132000",80000,132000,106000,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"611","610","Data Scientist","$80K-$132K (Glassdoor est.)",4.7,"Tygart Technology, Inc
4.7","Washington, DC","Fairmont, WV","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","1 to 5 million ","Not Provided","Washington","DC","80000-132000",80000,132000,106000,1000000,5000000,3000000,1,50,26,1,1,0,0,0,1
"612","611","(Sr.) Data Scientist -","$87K-$141K (Glassdoor est.)",3.6,"Merrick Bank
3.6","Utah","South Jordan, UT","201 to 500 ","1997","Company - Private","Banks & Credit Unions","Finance","Not Provided","Not Provided","Utah","Not Provided","87000-141000",87000,141000,114000,100000000,500000000,300000000,201,500,351,1,1,0,1,0,1
"613","612","Senior Data Scientist","$87K-$141K (Glassdoor est.)",4.2,"ManTech
4.2","Alexandria, VA","Herndon, VA","5001 to 10000 ","1968","Company - Public","Research & Development","Business Services","1 to 2 billion ","Not Provided","Alexandria","VA","87000-141000",87000,141000,114000,1000000000,2000000000,1500000000,5001,10000,7501,1,1,0,0,1,1
"614","613","Data Scientist","$87K-$141K (Glassdoor est.)",3.8,"GrainBridge, LLC","Omaha, NE","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Omaha","NE","87000-141000",87000,141000,114000,100000000,500000000,300000000,501,500,751,1,0,0,0,0,1
"615","614","Data Scientist","$87K-$141K (Glassdoor est.)",3.2,"First Health Group
3.2","Wellesley, MA","Bethesda, MD","10000 ","1853","Company - Private","Insurance Carriers","Insurance","10 billion ","Humana","Wellesley","MA","87000-141000",87000,141000,114000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0
"616","615","Data Scientist","$87K-$141K (Glassdoor est.)",3.8,"Sprezzatura Management Consulting","Washington, VA","McLean, VA","Unknown","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","Washington","VA","87000-141000",87000,141000,114000,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0
"617","616","Data Scientist","$87K-$141K (Glassdoor est.)",2.8,"Progress Rail, A Caterpillar Company
2.8","Fort Worth, TX","Albertville, AL","1001 to 5000 ","1983","Subsidiary or Business Segment","Rail","Transportation & Logistics","2 to 5 billion ","Not Provided","Fort Worth","TX","87000-141000",87000,141000,114000,2000000000,5000000000,3500000000,1001,5000,3001,1,0,0,0,0,1
"618","617","Data Scientist","$87K-$141K (Glassdoor est.)",4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA","10000 ","1999","Company - Private","IT Services","Information Technology","1 to 2 billion ","Cognizant Technology Solutions, Infosys, Wipro","Atlanta","GA","87000-141000",87000,141000,114000,1000000000,2000000000,1500000000,10000,500,10000,1,0,0,0,1,1
"619","618","Data Scientist","$87K-$141K (Glassdoor est.)",4.5,"Axiologic Solutions
4.5","Alexandria, VA","Fairfax, VA","51 to 200 ","2009","Company - Private","Aerospace & Defense","Aerospace & Defense","Not Provided","Not Provided","Alexandria","VA","87000-141000",87000,141000,114000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0
"620","619","Data Scientist","$87K-$141K (Glassdoor est.)",3,"Indigo Slate
3.0","Bellevue, WA","Bellevue, WA","51 to 200 ","2006","Company - Private","Consulting","Business Services","10 to 25 million ","Not Provided","Bellevue","WA","87000-141000",87000,141000,114000,10000000,25000000,17500000,51,200,126,0,0,0,0,0,1
"621","620","Data Scientist","$87K-$141K (Glassdoor est.)",3.3,"Cubic
3.3","United States","San Diego, CA","5001 to 10000 ","1951","Company - Public","Aerospace & Defense","Aerospace & Defense","1 to 2 billion ","Accenture, Northrop Grumman, Xerox","United States","Not Provided","87000-141000",87000,141000,114000,1000000000,2000000000,1500000000,5001,10000,7501,1,0,0,1,0,1
"622","621","Data Scientist","$87K-$141K (Glassdoor est.)",4,"Advanced Bio-Logic Solutions Corp
4.0","Thousand Oaks, CA","Westlake Village, CA","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","Less than 1 million ","Not Provided","Thousand Oaks","CA","87000-141000",87000,141000,114000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,1
"623","622","Data Engineer","$87K-$141K (Glassdoor est.)",3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA","501 to 1000 ","2013","Company - Private","Health Care Services & Hospitals","Health Care","Not Provided","Not Provided","Orange","CA","87000-141000",87000,141000,114000,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0
"624","623","Data Scientist","$87K-$141K (Glassdoor est.)",3.5,"WGSN
3.5","Baltimore, MD","New York, NY","1 to 50 ","1998","Company - Private","Consulting","Business Services","50 to 100 million ","Not Provided","Baltimore","MD","87000-141000",87000,141000,114000,50000000,100000000,75000000,1,50,26,1,0,0,1,0,1
"625","624","Data Scientist","$87K-$141K (Glassdoor est.)",3.6,"ISYS Technologies, Inc.
3.6","Herndon, VA","Littleton, CO","51 to 200 ","1990","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million ","Not Provided","Herndon","VA","87000-141000",87000,141000,114000,10000000,25000000,17500000,51,200,126,1,0,0,0,1,1
"626","625","Data Scientist","$87K-$141K (Glassdoor est.)",3,"TransVoyant
3.0","Alexandria, VA","Alexandria, VA","51 to 200 ","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","Not Provided","Not Provided","Alexandria","VA","87000-141000",87000,141000,114000,100000000,500000000,300000000,51,200,126,0,0,0,0,1,0
"627","626","Data Scientist/Data Analytics Practitioner","$87K-$141K (Glassdoor est.)",4,"Noblis
4.0","Bridgeport, WV","Reston, VA","1001 to 5000 ","1996","Nonprofit Organization","Consulting","Business Services","100 to 500 million ","Booz Allen Hamilton, SAIC, LMI","Bridgeport","WV","87000-141000",87000,141000,114000,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,0,0
"628","627","Data Scientist","$87K-$141K (Glassdoor est.)",4.6,"Murray Resources
4.6","The Woodlands, TX","Houston, TX","1 to 50 ","1988","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million ","Not Provided","The Woodlands","TX","87000-141000",87000,141000,114000,10000000,25000000,17500000,1,50,26,1,0,0,1,0,1
"629","628","Data Scientist","$87K-$141K (Glassdoor est.)",4.3,"Geotab
4.3","Oakville, CA","Oakville, Canada","1001 to 5000 ","2000","Company - Private","Computer Hardware & Software","Information Technology","100 to 500 million ","Not Provided","Oakville","CA","87000-141000",87000,141000,114000,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,0,1
"630","629","Data Scientist","$87K-$141K (Glassdoor est.)",4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL","51 to 200 ","1994","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million ","Not Provided","Chicago","IL","87000-141000",87000,141000,114000,10000000,25000000,17500000,51,200,126,0,0,0,0,0,0
"631","630","Data Scientist","$87K-$141K (Glassdoor est.)",3.7,"EGlobalTech
3.7","Arlington, VA","Vienna, VA","201 to 500 ","2004","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","Arlington","VA","87000-141000",87000,141000,114000,100000000,500000000,300000000,201,500,351,1,0,0,0,0,0
"632","631","Data Scientist, Kinship - NYC/Portland","$92K-$155K (Glassdoor est.)",3.9,"Mars
3.9","New York, NY","Mc Lean, VA","10000 ","1911","Company - Private","Food & Beverage Manufacturing","Manufacturing","10 billion ","Not Provided","New York","NY","92000-155000",92000,155000,123500,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,0
"633","632","Data Scientist","$92K-$155K (Glassdoor est.)",4.9,"Avlino
4.9","New Jersey","Holmdel, NJ","1 to 50 ","2013","Company - Private","Enterprise Software & Network Solutions","Information Technology","Less than 1 million ","Not Provided","New Jersey","Not Provided","92000-155000",92000,155000,123500,100000000,500000000,300000000,1,50,26,1,0,0,0,1,0
"634","633","Data Scientist","$92K-$155K (Glassdoor est.)",3,"Central Business Solutions, Inc
3.0","Seattle, WA","Fremont, CA","51 to 200 ","Not Provided","Company - Private","Consulting","Business Services","5 to 10 million ","Not Provided","Seattle","WA","92000-155000",92000,155000,123500,5000000,10000000,7500000,51,200,126,1,0,0,0,0,1
"635","634","Data Scientist","$92K-$155K (Glassdoor est.)",2.5,"KeHE Distributors
2.5","Naperville, IL","Naperville, IL","5001 to 10000 ","1954","Company - Private","Wholesale","Business Services","Not Provided","United Natural Foods, US Foods, DPI Specialty Foods","Naperville","IL","92000-155000",92000,155000,123500,100000000,500000000,300000000,5001,10000,7501,1,1,0,1,0,1
"636","635","Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"Blackstone Talent Group
3.5","San Francisco, CA","San Francisco, CA","51 to 200 ","1998","Company - Private","Consulting","Business Services","25 to 50 million ","Not Provided","San Francisco","CA","92000-155000",92000,155000,123500,25000000,50000000,37500000,51,200,126,1,0,0,0,0,0
"637","636","Data Scientist - TS/SCI Required","$92K-$155K (Glassdoor est.)",5,"Phoenix Operations Group
5.0","Baltimore, MD","Woodbine, MD","1 to 50 ","2011","Company - Private","IT Services","Information Technology","1 to 5 million ","Not Provided","Baltimore","MD","92000-155000",92000,155000,123500,1000000,5000000,3000000,1,50,26,1,0,0,0,0,0
"638","637","Data Scientist","$92K-$155K (Glassdoor est.)",3.8,"Sophinea","Chantilly, VA","Not Provided","1 to 50 ","Not Provided","Unknown","Not Provided","Not Provided","Not Provided","Not Provided","Chantilly","VA","92000-155000",92000,155000,123500,100000000,500000000,300000000,1,50,26,0,0,0,0,0,1
"639","638","Senior Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO","5001 to 10000 ","Not Provided","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ","Not Provided","Herndon","VA","92000-155000",92000,155000,123500,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,0,1,1
"640","639","Data Scientist","$92K-$155K (Glassdoor est.)",3,"Moxie Software
3.0","Bellevue, WA","San Bruno, CA","51 to 200 ","1999","Company - Private","Enterprise Software & Network Solutions","Information Technology","Not Provided","LivePerson, Salesforce, SAP","Bellevue","WA","92000-155000",92000,155000,123500,100000000,500000000,300000000,51,200,126,1,0,0,0,1,0
"641","640","Data Scientist(s)/Machine Learning Engineer","$92K-$155K (Glassdoor est.)",5,"Blue Horizon Tek Solutions
5.0","New York, NY","Coconut Creek, FL","1 to 50 ","1987","Company - Private","Staffing & Outsourcing","Business Services","Not Provided","Not Provided","New York","NY","92000-155000",92000,155000,123500,100000000,500000000,300000000,1,50,26,1,0,0,0,1,0
"642","641","Data Scientist","$92K-$155K (Glassdoor est.)",4.7,"Unicom Technologies INC
4.7","Chicago, IL","Naperville, IL","51 to 200 ","Not Provided","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","Chicago","IL","92000-155000",92000,155000,123500,100000000,500000000,300000000,51,200,126,1,0,0,0,0,1
"643","642","Data Engineer","$92K-$155K (Glassdoor est.)",3.3,"Americo Life
3.3","Kansas City, MO","Kansas City, MO","201 to 500 ","1992","Company - Private","Insurance Carriers","Insurance","100 to 500 million ","Not Provided","Kansas City","MO","92000-155000",92000,155000,123500,100000000,500000000,300000000,201,500,351,1,0,0,0,1,1
"644","643","Data Scientist","$92K-$155K (Glassdoor est.)",3.3,"Tokio Marine HCC
3.3","Houston, TX","Houston, TX","1001 to 5000 ","1974","Company - Private","Insurance Carriers","Insurance","Not Provided","Zurich Insurance, AXA XL, Allianz","Houston","TX","92000-155000",92000,155000,123500,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,0,0
"645","644","Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"CACI International
3.5","Chantilly, VA","Arlington, VA","10000 ","1962","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ","CSC, ManTech, SAIC","Chantilly","VA","92000-155000",92000,155000,123500,2000000000,5000000000,3500000000,10000,500,10000,0,0,0,0,0,1
"646","645","AI/ML - Machine Learning Scientist, Siri Understanding","$92K-$155K (Glassdoor est.)",4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA","10000 ","1976","Company - Public","Computer Hardware & Software","Information Technology","10 billion ","Google, Microsoft, Samsung Electronics","Santa Clara","CA","92000-155000",92000,155000,123500,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,0
"647","646","Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO","5001 to 10000 ","Not Provided","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ","Not Provided","Herndon","VA","92000-155000",92000,155000,123500,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,0,1,1
"648","647","ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","$92K-$155K (Glassdoor est.)",3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX","1001 to 5000 ","1947","Nonprofit Organization","Research & Development","Business Services","500 million to 1 billion ","Los Alamos National Laboratory, Battelle, SRI International","Oklahoma City","OK","92000-155000",92000,155000,123500,500000000000000000,1000000000,250000000500000000,1001,5000,3001,1,0,0,0,1,0
"649","648","Data Scientist","$92K-$155K (Glassdoor est.)",4.7,"Compass Consulting Group
4.7","Thousand Oaks, CA","Danville, CA","51 to 200 ","2008","Company - Private","Consulting","Business Services","Not Provided","Not Provided","Thousand Oaks","CA","92000-155000",92000,155000,123500,100000000,500000000,300000000,51,200,126,1,0,0,0,0,1
"650","649","Data Science Software Engineer","$92K-$155K (Glassdoor est.)",4.8,"Klaviyo
4.8","Boston, MA","Boston, MA","201 to 500 ","2012","Company - Private","Computer Hardware & Software","Information Technology","Not Provided","Not Provided","Boston","MA","92000-155000",92000,155000,123500,100000000,500000000,300000000,201,500,351,1,0,0,0,1,0
"651","650","Scientist / Group Lead, Cancer Biology","$92K-$155K (Glassdoor est.)",3.8,"Monte Rosa Therapeutics","Cambridge, MA","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Cambridge","MA","92000-155000",92000,155000,123500,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0
